Etablissement;Annee;Ville;UAI;Code commune;Academie;Departement;Secteur;Presents - L;Presents - ES;Presents - S;Presents - STG;Presents - STI2D;Presents - STD2A;Presents - STMG;Presents - STI;Presents - STL;Presents - ST2S;Presents - TMD;Presents - STHR;Presents - Toutes series;Taux de reussite - L;Taux de reussite - ES;Taux de reussite - S;Taux de reussite - STG;Taux de reussite - STI2D;Taux de reussite - STD2A;Taux de reussite - STMG;Taux de reussite - STI;Taux de reussite - STL;Taux de reussite - ST2S;Taux de reussite - TMD;Taux de reussite - STHR;Taux de reussite - Toutes series;Taux de reussite attendu acad - L;Taux de reussite attendu acad - ES;Taux de reussite attendu acad - S;Taux de reussite attendu acad - STG;Taux de reussite attendu acad - STI2D;Taux de reussite attendu acad - STD2A;Taux de reussite attendu acad - STMG;Taux de reussite attendu acad - STI;Taux de reussite attendu acad - STL;Taux de reussite attendu acad - ST2S;Taux de reussite attendu acad - TMD;Taux de reussite attendu acad - STHR;Taux de reussite attendu acad - Toutes series;Taux de reussite attendu france - L;Taux de reussite attendu france - ES;Taux de reussite attendu france - S;Taux de reussite attendu france - STG;Taux de reussite attendu france - STI2D;Taux de reussite attendu france - STD2A;Taux de reussite attendu france - STMG;Taux de reussite attendu france - STI;Taux de reussite attendu france - STL;Taux de reussite attendu france - ST2S;Taux de reussite attendu france - TMD;Taux de reussite attendu france - STHR;Taux de reussite attendu france - Toutes series;Taux de mentions - L;Taux de mentions - ES;Taux de mentions - S;Taux de mentions - STI2D;Taux de mentions - STD2A;Taux de mentions - STMG;Taux de mentions - STL;Taux de mentions - ST2S;Taux de mentions - TMD;Taux de mentions - STHR;Taux de mentions - Toutes series;Taux de mentions attendu - L;Taux de mentions attendu - ES;Taux de mentions attendu - S;Taux de mentions attendu - STI2D;Taux de mentions attendu - STD2A;Taux de mentions attendu - STMG;Taux de mentions attendu - STL;Taux de mentions attendu - ST2S;Taux de mentions attendu - TMD;Taux de mentions attendu - STHR;Taux de mentions attendu - Toutes series;Structure pedagogique 5 groupes;Structure pedagogique 7 groupes;Pourcentage bacheliers sortants 2de 1re Terminale Etablissement;Pourcentage bacheliers sortants Terminales Etablissement;Pourcentage bacheliers sortants 2de 1re Terminale Acad;Pourcentage bacheliers sortants Terminale Acad;Pourcentage bacheliers sortants 2de 1re Terminale France;Pourcentage bacheliers sortants Terminale France;Effectif de seconde;Effectif de premiere;Effectif de terminale;Taux d'acces 2nde-bac;Taux d'acces attendu acad 2nde-bac;Taux d'acces attendu france 2nde-bac;Taux d'acces 1ere-bac;Taux d'acces attendu acad 1ere-bac;Taux d'acces attendu france 1ere-bac;Taux d'acces terminale-bac;Taux d'acces attendu france terminale-bac;Region;Code region;code_departement;Departement.1;Valeur ajoutee du taux de reussite - Toutes series;Valeur ajoutee du taux d'acces 2nde-bac;Valeur ajoutee du taux de mentions - Toutes series;Valeur ajoutee du taux de reussite - L;Valeur ajoutee du taux de reussite - ES;Valeur ajoutee du taux de reussite - S;Valeur ajoutee du taux de reussite - STG;Valeur ajoutee du taux de reussite - STI2D;Valeur ajoutee du taux de reussite - STD2A;Valeur ajoutee du taux de reussite - STMG;Valeur ajoutee du taux de reussite - STI;Valeur ajoutee du taux de reussite - STL;Valeur ajoutee du taux de reussite - ST2S;Valeur ajoutee du taux de reussite - TMD;Valeur ajoutee du taux de reussite - STHR;Valeur ajoutee du taux d'acces 1ere-bac;Valeur ajoutee du taux d'acces terminale-bac;Valeur ajoutee du taux de mentions - L;Valeur ajoutee du taux de mentions - ES;Valeur ajoutee du taux de mentions - S;Valeur ajoutee du taux de mentions - STI2D;Valeur ajoutee du taux de mentions - STD2A;Valeur ajoutee du taux de mentions - STMG;Valeur ajoutee du taux de mentions - STL;Valeur ajoutee du taux de mentions - ST2S;Valeur ajoutee du taux de mentions - TMD;Valeur ajoutee du taux de mentions - STHR;Identifiant_de_l_etablissement;Nom_etablissement;Type_etablissement;Statut_public_prive;Adresse_1;Adresse_2;Adresse_3;Code postal;Code_commune;Nom_commune;Code_departement;Code_academie;Code_region;Ecole_maternelle;Ecole_elementaire;Voie_generale;Voie_technologique;Voie_professionnelle;Telephone;Fax;Web;Mail;Restauration;Hebergement;ULIS;Apprentissage;Segpa;Section_arts;Section_cinema;Section_theatre;Section_sport;Section_internationale;Section_europeenne;Lycee_Agricole;Lycee_militaire;Lycee_des_metiers;Post_BAC;Appartenance_Education_Prioritaire;GRETA;SIREN_SIRET;Nombre_d_eleves;Fiche_onisep;position;Type_contrat_prive;Libelle_departement;Libelle_academie;Libelle_region;coordonnee_X;coordonnee_Y;epsg;nom_circonscription;latitude;longitude;precision_localisation;date_ouverture;date_maj_ligne;etat;ministere_tutelle;etablissement_multi_lignes;rpi_concentre;rpi_disperse;code_nature;libelle_nature;Code_type_contrat_prive;PIAL;etablissement_mere;type_rattachement_etablissement_mere;code_bassin_formation;libelle_bassin_formation
LYCEE JANSON DE SAILLY;2017;PARIS 16;0750699C;75116;PARIS;Paris;PU;15.0;92.0;246.0;;29.0;;;;;;;;382;93.0;98.0;98.0;;100.0;;;;;;;;98;;;;;;;;;;;;;;91;94;96;;96;;;;;;;;96;47.0;70.0;77.0;76.0;;;;;;;74.0;44;55;70;58;;;;;;;64;;D;;;;;;;343.0;376.0;358.0;90;;81;95.0;;94;99.0;98;Ile-de-France;11;75;Paris;2;9;10;2;4;2;;4;;;;;;;;1;1;3;15;7;18;;;;;;;0750699C;Lycée Janson de Sailly;Lycée;Public;106 rue de la Pompe;;75016 Paris;75016.0;75100;Paris;075;1.0;11.0;;;1.0;1.0;0.0;01 55 73 28 00;01 45 53 43 90;http://www.janson-de-sailly.fr;ce.0750699c@ac-paris.fr;1.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;;0.0;19750699100011;;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.11498;48.8655502676,2.27943957152;SANS OBJET;Paris;Paris;Ile-de-France;647139.6;6863076.7;EPSG:2154;;48.86555026763203;2.27943957152144;Numéro de rue;1965-05-01;2021-10-22;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0.0;0.0;;300.0;LYCEE ENSEIGNT GENERAL ET TECHNOLOGIQUE;99;0750699C;;;01000;BASSIN PARIS
LYCEE CAMILLE SEE;2017;PARIS 15;0750694X;75115;PARIS;Paris;PU;27.0;61.0;62.0;;;;;;;;;;150;74.0;69.0;79.0;;;;;;;;;;74;;;;;;;;;;;;;;81;80;85;;;;;;;;;;82;11.0;16.0;31.0;;;;;;;;21.0;19;23;29;;;;;;;;25;;A;;;;;;;227.0;112.0;144.0;42;;52;79.0;;76;84.0;85;Ile-de-France;11;75;Paris;-8;-10;-4;-7;-11;-6;;;;;;;;;;3;-1;-8;-7;2;;;;;;;;0750694X;Lycée Camille Sée;Lycée;Public;11 rue Léon Lhermitte;;75015 Paris;75015.0;75100;Paris;075;1.0;11.0;;;1.0;0.0;0.0;01 48 28 13 37;01 45 33 28 54;http://camille-see.fr;ce.0750694X@ac-paris.fr;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;;0.0;19750694200014.0;;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.18506;48.8429580836,2.29693002378;SANS OBJET;Paris;Paris;Ile-de-France;648400.3;6860553.1;EPSG:2154;;48.84295808360027;2.296930023784056;Numéro de rue;1965-05-01;2021-10-22;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0.0;0.0;;302.0;LYCEE D ENSEIGNEMENT GENERAL;99;0752318M;;;01000;BASSIN PARIS
LYCEE GABRIEL FAURE;2017;PARIS 13;0750684L;75113;PARIS;Paris;PU;32.0;50.0;91.0;;;;;;;;;;173;94.0;90.0;87.0;;;;;;;;;;89;;;;;;;;;;;;;;92;84;85;;;;;;;;;;86;34.0;52.0;38.0;;;;;;;;42.0;47;27;33;;;;;;;;34;;A;;;;;;;243.0;168.0;174.0;59;;63;90.0;;87;93.0;93;Ile-de-France;11;75;Paris;3;-4;8;2;6;2;;;;;;;;;;3;0;-13;25;5;;;;;;;;0750684L;Lycée Gabriel Fauré;Lycée;Public;81 avenue de Choisy;;75013 Paris;75013.0;75100;Paris;075;1.0;11.0;;;1.0;0.0;0.0;01 45 85 22 98;01 45 84 14 21;http://www.ac-paris.fr/serail/jcms/s1_718279/le-lycee;ce.0750684L@ac-paris.fr;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;;0.0;19750684300014.0;;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.9544;48.8240506323,2.36140042828;SANS OBJET;Paris;Paris;Ile-de-France;653114.8;6858410.6;EPSG:2154;;48.82405063234738;2.3614004282793437;Numéro de rue;1965-05-01;2021-10-22;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0.0;0.0;;302.0;LYCEE D ENSEIGNEMENT GENERAL;99;0750684L;;;01000;BASSIN PARIS
LYCEE ARAGO;2017;PARIS 12;0750680G;75112;PARIS;Paris;PU;;52.0;104.0;;;;57.0;;;;;;213;;100.0;94.0;;;;93.0;;;;;;95;;;;;;;;;;;;;;;94;93;;;;92;;;;;;93;;67.0;63.0;;;51.0;;;;;61.0;;53;54;;;38;;;;;50;;F;;;;;;;244.0;209.0;213.0;76;;74;93.0;;92;96.0;97;Ile-de-France;11;75;Paris;2;2;11;;6;1;;;;1;;;;;;1;-1;;14;9;;;13;;;;;0750680G;Lycée Arago;Lycée;Public;4 place de la Nation;;75012 Paris;75012.0;75100;Paris;075;1.0;11.0;;;1.0;1.0;0.0;01 43 07 37 40;;http://lycee-arago.fr;ce.0750680G@ac-paris.fr;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;;0.0;19750680100012;;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.13283;48.8479299791,2.39431001682;SANS OBJET;Paris;Paris;Ile-de-France;655551.3;6861046.7;EPSG:2154;;48.84792997910563;2.394310016818149;Numéro de rue;1965-05-01;2021-10-22;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0.0;0.0;;300.0;LYCEE ENSEIGNT GENERAL ET TECHNOLOGIQUE;99;0750680G;;;01000;BASSIN PARIS
LYCEE PAUL VALERY;2017;PARIS 12;0750679F;75112;PARIS;Paris;PU;55.0;72.0;50.0;;22.0;;;;;;;;199;75.0;75.0;80.0;;95.0;;;;;;;;78;;;;;;;;;;;;;;88;76;71;;87;;;;;;;;79;13.0;8.0;20.0;32.0;;;;;;;15.0;29;18;20;29;;;;;;;23;;D;;;;;;;313.0;178.0;223.0;47;;51;89.0;;81;90.0;85;Ile-de-France;11;75;Paris;-1;-4;-8;-13;-1;9;;8;;;;;;;;8;5;-16;-10;0;3;;;;;;;0750679F;Lycée Paul Valéry;Lycée;Public;38 boulevard Soult;;75012 Paris;75012.0;75100;Paris;075;1.0;11.0;;;1.0;1.0;0.0;01 44 75 67 70;01 43 43 84 13;http://www.ac-paris.fr/serail/jcms/s1_942748/accueil;ce.0750679f@ac-paris.fr;1.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;;0.0;19750679300011.0;;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.7781;48.839833684,2.409180264;SANS OBJET;Paris;Paris;Ile-de-France;656635.8;6860138.2;EPSG:2154;;48.839833684047015;2.4091802639968942;Numéro de rue;1965-05-01;2021-10-22;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0.0;0.0;;300.0;LYCEE ENSEIGNT GENERAL ET TECHNOLOGIQUE;99;0752537A;;;01000;BASSIN PARIS
LYCEE DORIAN (GENERAL ET TECHNO.);2017;PARIS 11;0750676C;75111;PARIS;Paris;PU;;32.0;95.0;;82.0;;;;;;;;209;;94.0;94.0;;90.0;;;;;;;;92;;;;;;;;;;;;;;;92;87;;90;;;;;;;;89;;34.0;45.0;40.0;;;;;;;42.0;;42;37;40;;;;;;;39;;F;;;;;;;179.0;195.0;202.0;63;;72;93.0;;91;94.0;96;Ile-de-France;11;75;Paris;3;-9;3;;2;7;;0;;;;;;;;2;-2;;-8;8;0;;;;;;;0750676C;Lycée polyvalent Dorian;Lycée;Public;74 avenue Philippe Auguste;;75011 Paris;75011.0;75100;Paris;075;1.0;11.0;;;1.0;1.0;0.0;01 44 93 81 30;01 43 79 10 72;http://www.lycee-dorian.fr;ce.0750676c@ac-paris.fr;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;;1.0;19750676900011.0;;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.5145;48.8543168242,2.39228960262;SANS OBJET;Paris;Paris;Ile-de-France;655408.5;6861758.0;EPSG:2154;;48.85431682417599;2.3922896026177773;Numéro de rue;1965-05-01;2021-10-22;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0.0;0.0;;306.0;LYCEE POLYVALENT;99;0750676C;;;01000;BASSIN PARIS
LYCEE COLBERT;2017;PARIS 10;0750673Z;75110;PARIS;Paris;PU;67.0;69.0;64.0;;;;;;;;;;200;85.0;87.0;91.0;;;;;;;;;;88;;;;;;;;;;;;;;91;82;80;;;;;;;;;;84;25.0;26.0;30.0;;;;;;;;27.0;41;25;26;;;;;;;;30;;A;;;;;;;286.0;160.0;215.0;47;;49;85.0;;79;87.0;84;Ile-de-France;11;75;Paris;4;-2;-3;-6;5;11;;;;;;;;;;6;3;-16;1;4;;;;;;;;0750673Z;Lycée Colbert;Lycée;Public;27 rue Château Landon;;75010 Paris;75010.0;75100;Paris;075;1.0;11.0;;;1.0;0.0;0.0;01 44 89 88 20;01 40 37 45 48;http://lyc-colbert.ac-paris.fr;ce.0750673Z@ac-paris.fr;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;;0.0;19750673600010;;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.9426;48.8826973432,2.36340986335;SANS OBJET;Paris;Paris;Ile-de-France;653314.9;6864930.4;EPSG:2154;;48.88269734321177;2.3634098633460203;Numéro de rue;1965-05-01;2021-10-22;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0.0;0.0;;302.0;LYCEE D ENSEIGNEMENT GENERAL;99;0753047E;;;01000;BASSIN PARIS
LYCEE JULES FERRY;2017;PARIS 09;0750669V;75109;PARIS;Paris;PU;46.0;83.0;76.0;;;;;;;;;;205;91.0;98.0;93.0;;;;;;;;;;95;;;;;;;;;;;;;;96;91;88;;;;;;;;;;91;41.0;65.0;57.0;;;;;;;;57.0;62;45;41;;;;;;;;47;;A;;;;;;;277.0;193.0;196.0;72;;72;95.0;;91;97.0;96;Ile-de-France;11;75;Paris;4;0;10;-5;7;5;;;;;;;;;;4;1;-21;20;16;;;;;;;;0750669V;Lycée Jules Ferry;Lycée;Public;77 boulevard de Clichy;;75009 Paris;75009.0;75100;Paris;075;1.0;11.0;;;1.0;0.0;0.0;01 56 02 23 00;01 45 26 42 58;http://lyc-jules-ferry.scola.ac-paris.fr;ce.0750669V@ac-paris.fr;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;;0.0;19750669400011.0;;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.3789;48.8840684853,2.32909046121;SANS OBJET;Paris;Paris;Ile-de-France;650799.4;6865103.7;EPSG:2154;;48.884068485264365;2.329090461214115;Numéro de rue;1965-05-01;2021-10-22;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0.0;0.0;;302.0;LYCEE D ENSEIGNEMENT GENERAL;99;0752533W;;;01000;BASSIN PARIS
LYCEE CONDORCET;2017;PARIS 09;0750667T;75109;PARIS;Paris;PU;19.0;53.0;99.0;;;;;;;;;;171;100.0;100.0;100.0;;;;;;;;;;100;;;;;;;;;;;;;;99;97;99;;;;;;;;;;98;95.0;77.0;98.0;;;;;;;;91.0;91;75;89;;;;;;;;85;;A;;;;;;;180.0;172.0;178.0;93;;87;97.0;;96;99.0;99;Ile-de-France;11;75;Paris;2;6;6;1;3;1;;;;;;;;;;1;0;4;2;9;;;;;;;;0750667T;Lycée Condorcet;Lycée;Public;8 rue du Havre;;75009 Paris;75009.0;75100;Paris;075;1.0;11.0;;;1.0;0.0;0.0;01 48 74 25 95;01 48 74 62 94;https://www.ac-paris.fr/serail/jcms/s2_2323780/fr/lycee-condorcet-paris-9e;ce.0750667t@ac-paris.fr;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;;0.0;19750667800014.0;;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.1757;48.8748066996,2.32693014149;SANS OBJET;Paris;Paris;Ile-de-France;650632.2;6864075.2;EPSG:2154;;48.87480669959875;2.326930141487768;Numéro de rue;1965-05-01;2021-10-22;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0.0;0.0;;302.0;LYCEE D ENSEIGNEMENT GENERAL;99;0752532V;;;01000;BASSIN PARIS
LYCEE RACINE;2017;PARIS 08;0750664P;75108;PARIS;Paris;PU;110.0;69.0;144.0;;;;44.0;;;;;;367;98.0;94.0;91.0;;;;91.0;;;;;;94;;;;;;;;;;;;;;98;96;97;;;;89;;;;;;96;72.0;58.0;69.0;;;52.0;;;;;66.0;74;67;71;;;38;;;;;67;;B;;;;;;;343.0;363.0;374.0;84;;85;92.0;;95;96.0;98;Ile-de-France;11;75;Paris;-2;-1;-1;0;-2;-6;;;;2;;;;;;-3;-2;-2;-9;-2;;;14;;;;;0750664P;Lycée Racine;Lycée;Public;20 rue du Rocher;;75008 Paris;75008.0;75100;Paris;075;1.0;11.0;;;1.0;1.0;0.0;01 45 22 11 51;01 45 22 68 66;http://lyc-racine.ac-paris.fr;lyc.racine@gmail.com;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;;0.0;19750664500013.0;;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.12731;48.876455984,2.32228944268;SANS OBJET;Paris;Paris;Ile-de-France;650293.4;6864261.5;EPSG:2154;;48.87645598404557;2.322289442679357;Numéro de rue;1965-05-01;2021-10-22;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0.0;0.0;;300.0;LYCEE ENSEIGNT GENERAL ET TECHNOLOGIQUE;99;0752529S;;;01000;BASSIN PARIS
LYCEE FENELON;2017;PARIS 06;0750660K;75106;PARIS;Paris;PU;25.0;57.0;78.0;;;;;;;;;;160;100.0;100.0;97.0;;;;;;;;;;99;;;;;;;;;;;;;;99;97;97;;;;;;;;;;97;96.0;68.0;77.0;;;;;;;;77.0;85;71;72;;;;;;;;74;;A;;;;;;;176.0;169.0;168.0;91;;86;95.0;;96;99.0;99;Ile-de-France;11;75;Paris;2;5;3;1;3;0;;;;;;;;;;-1;0;11;-3;5;;;;;;;;0750660K;Lycée Fénelon;Lycée;Public;2 rue de l'Eperon;;75006 Paris;75006.0;75100;Paris;075;1.0;11.0;;;1.0;0.0;0.0;01 44 41 18 88;01 43 26 40 04;http://lyc-fenelon.ac-paris.fr;ce.0750660k@ac-paris.fr;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;;0.0;19750660300012;;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.2434;48.8532023888,2.34078995939;SANS OBJET;Paris;Paris;Ile-de-France;651628.7;6861664.4;EPSG:2154;;48.853202388794536;2.34078995938922;Numéro de rue;1965-05-01;2021-10-22;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0.0;0.0;;302.0;LYCEE D ENSEIGNEMENT GENERAL;99;0752527P;;;01000;BASSIN PARIS
LYCEE MONTAIGNE;2017;PARIS 06;0750657G;75106;PARIS;Paris;PU;65.0;88.0;151.0;;;;;;;;;;304;95.0;98.0;95.0;;;;;;;;;;96;;;;;;;;;;;;;;93;95;94;;;;;;;;;;94;49.0;70.0;56.0;;;;;;;;59.0;48;57;57;;;;;;;;55;;A;;;;;;;348.0;306.0;320.0;86;;75;96.0;;93;98.0;97;Ile-de-France;11;75;Paris;2;11;4;2;3;1;;;;;;;;;;3;1;1;13;-1;;;;;;;;0750657G;Lycée Montaigne;Lycée;Public;17 rue Auguste Comte;;75006 Paris;75006.0;75100;Paris;075;1.0;11.0;;;1.0;0.0;0.0;01 44 41 83 23;01 46 33 10 05;http://www.montaigne-paris.fr;ce.0750657G@ac-paris.fr;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;;1.0;19750657900014.0;;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.3342;48.84418489,2.33614034107;SANS OBJET;Paris;Paris;Ile-de-France;651279.1;6860664.6;EPSG:2154;;48.844184890010666;2.336140341067821;Numéro de rue;1965-05-01;2021-10-22;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0.0;0.0;;302.0;LYCEE D ENSEIGNEMENT GENERAL;99;0752527P;;;01000;BASSIN PARIS
LYCEE HENRI IV;2017;PARIS 05;0750654D;75105;PARIS;Paris;PU;38.0;66.0;186.0;;;;;;;;;;290;100.0;100.0;100.0;;;;;;;;;;100;;;;;;;;;;;;;;99;99;100;;;;;;;;;;99;89.0;97.0;98.0;;;;;;;;97.0;92;92;95;;;;;;;;94;;A;;;;;;;278.0;295.0;312.0;98;;91;98.0;;97;100.0;100;Ile-de-France;11;75;Paris;1;7;3;1;1;0;;;;;;;;;;1;0;-3;5;3;;;;;;;;0750654D;Lycée Henri-IV;Lycée;Public;23 rue Clovis;;75005 Paris;75005.0;75100;Paris;075;1.0;11.0;;;1.0;0.0;0.0;01 44 41 21 21;01 43 29 95 21;http://lyc-henri4.scola.ac-paris.fr;ce.0750654d@ac-paris.fr;1.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;;0.0;19750654600013.0;;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.4617;48.8463584349,2.34738052912;SANS OBJET;Paris;Paris;Ile-de-France;652106.0;6860899.4;EPSG:2154;;48.84635843486844;2.3473805291200653;Numéro de rue;1965-05-01;2021-10-22;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0.0;0.0;;302.0;LYCEE D ENSEIGNEMENT GENERAL;99;0752531U;;;01000;BASSIN PARIS
EC TECHNIQUE SUP LABORATOIRE;2017;PARIS 13;0750330B;75113;PARIS;Paris;PR;;;;;;;;;55.0;;;;55;;;;;;;;;89.0;;;;89;;;;;;;;;;;;;;;;;;;;;;94.0;;;;94;;;;;;;55.0;;;;55.0;;;;;;;49.0;;;;49;;F;;;;;;;31.0;60.0;61.0;46;;63;73.0;;87;92.0;95;Ile-de-France;11;75;Paris;-5;-17;6;;;;;;;;;-5;;;;-14;-3;;;;;;;6;;;;0750330B;Lycée technique privé de l'école technique supérieure du laboratoire;Lycée;Privé;95 rue du Dessous des Berges;;75013 Paris;75013.0;75100;Paris;075;1.0;11.0;;;0.0;1.0;0.0;01 45 83 76 34;01 45 83 58 85;http://www.etsl.fr;mail@etsl.fr;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;;0.0;77568198400024;;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.14502;48.8282504524,2.37308014605;CONTRAT ASSOCIATION PARTIE DES CLASSES;Paris;Paris;Ile-de-France;653976.0;6858870.7;EPSG:2154;;48.82825045243978;2.3730801460473683;Numéro de rue;1969-03-17;2021-10-22;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0.0;0.0;;301.0;LYCEE D ENSEIGNEMENT TECHNOLOGIQUE;31;;;;01000;BASSIN PARIS
LYCEE PAUL CLAUDEL;2017;PARIS 07;0753809H;75107;PARIS;Paris;PR;33.0;56.0;44.0;;;;;;;;;;133;100.0;98.0;100.0;;;;;;;;;;99;;;;;;;;;;;;;;97;96;96;;;;;;;;;;96;88.0;79.0;75.0;;;;;;;;80.0;70;65;64;;;;;;;;66;;A;;;;;;;197.0;174.0;147.0;69;;80;91.0;;94;99.0;98;Ile-de-France;11;75;Paris;3;-11;14;3;2;4;;;;;;;;;;-3;1;18;14;11;;;;;;;;0753809H;Lycée privé Paul Claudel-d'Hulst;Lycée;Privé;21 rue de Varenne;;75007 Paris;75007.0;75100;Paris;075;1.0;11.0;;;1.0;0.0;0.0;01 45 48 34 67;0145 49 90 45;http://www.paulclaudel-hulst.fr;info@paulclaudel-hulst.fr;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;;0.0;32010218900018.0;;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.10706;48.856982818,2.31966010505;CONTRAT D'ASSOCIATION TOUTES CLASSES;Paris;Paris;Ile-de-France;650081.9;6862097.9;EPSG:2154;;48.856982818019645;2.3196601050484498;Numéro de rue;1968-03-05;2021-10-22;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0.0;0.0;;302.0;LYCEE D ENSEIGNEMENT GENERAL;30;;;;01000;BASSIN PARIS
LYCEE CLAUDE BERNARD;2017;PARIS 16;0750698B;75116;PARIS;Paris;PU;31.0;52.0;54.0;;;;46.0;;;;;;183;94.0;85.0;87.0;;;;89.0;;;;;;88;;;;;;;;;;;;;;85;82;86;;;;93;;;;;;86;26.0;15.0;33.0;;;41.0;;;;;29.0;23;21;36;;;44;;;;;31;;B;;;;;;;201.0;196.0;210.0;75;;70;90.0;;85;93.0;90;Ile-de-France;11;75;Paris;2;5;-2;9;3;1;;;;-4;;;;;;5;3;3;-6;-3;;;-3;;;;;0750698B;Lycée Claude Bernard;Lycée;Public;1 avenue du Parc des Princes;;75016 Paris;75016.0;75100;Paris;075;1.0;11.0;;;1.0;1.0;0.0;01 46 51 16 63;01 46 51 82 40;http://lyc-claude-bernard.scola.ac-paris.fr;ce.0750698b@ac-paris.fr;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;;1.0;19750698300018;;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.957;48.8419781372,2.25493959631;SANS OBJET;Paris;Paris;Ile-de-France;645317.6;6860472.4;EPSG:2154;;48.8419781372156;2.2549395963136414;Numéro de rue;1965-05-01;2021-10-22;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0.0;0.0;;300.0;LYCEE ENSEIGNT GENERAL ET TECHNOLOGIQUE;99;0752547L;;;01000;BASSIN PARIS
